### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_LT_10103_A;長い評議会の後、私の頭は経費報告書のことでいっぱいだった。思わずため息が出て、少し落ち込んだが、[upbeat_courtier.GetFirstName]が「[Root.GetLordLady]がご存知か分かりませんが、多くの民が余剰を[Root.GetCapitalHolding]の男女に使っていただいていることに感謝していますよ」と言って私の思考を断ち切った。;;;;;;;;;;;;x
EVTDESC_LT_10103_B;At the end of supper, [upbeat_courtier.GetTitledFirstName] calls me over to [upbeat_courtier.GetHerHis] table, pointing at a tall glass of [Root.GetAlcohol]. "There are many of us who want to personally thank you for your hospitality, my [Root.GetLordLady]. I know space is hard to come by inside the [Root.GetCapitalHolding]." The [upbeat_courtier.GetManWoman] presses my hand and smiles in gratitude.;;;;;;;;;;;;x
EVTDESC_LT_10103_C;During supper, my [upbeat_courtier.GetRootRelation] [upbeat_courtier.GetTitledFirstName] stands up and clears [upbeat_courtier.GetHerHis] throat. "My [Root.GetLordLady], there are many of us who want to thank you for your hospitality, in these trying times. It is not all who would find lodgings for as many as you have managed to, [Root.GetMasterMistress].";;;;;;;;;;;;x
EVTOPTA_LT_10103;Aaw, but I actually like sleeping out in the stables sometimes!;;;;;;;;;;;;x
EVTOPTB_LT_10103;Aaah, but there is strength in numbers, my [upbeat_courtier.GetRootRelation].;;;;;;;;;;;;x
EVTOPTC_LT_10103;I simply enjoy everyone's company, dear [upbeat_courtier.GetFirstName]!;;;;;;;;;;;;x
EVTOPTC_LT_10103_cruel;More people means more resources for... Anything we might require.;;;;;;;;;;;;x
EVTOPTD_LT_10103_A;A toast to you, my good [upbeat_courtier.GetManWoman]! You are all important to me.;;;;;;;;;;;;x
EVTOPTD_LT_10103_B;Oh, [upbeat_courtier.GetRootRelation]. You are all important to me, is all.;;;;;;;;;;;;x
generous_host;寛容な主;;;;;;;;;;;;x
generous_host_desc;この人物は親切なことで知られています。;;;;;;;;;;;;x
calculating_host;Calculating Host;;;;;;;;;;;;x
calculating_host_desc;This character is known for inspiring loyalty amongst [Root.GetHerHis] courtiers.;;;;;;;;;;;;x
ruthless_host;Ruthless Host;;;;;;;;;;;;x
ruthless_host_desc;This character is known for [Root.GetHerHis] pragmatic approach to human resources.;;;;;;;;;;;;x
naive_host;Trusting Host;;;;;;;;;;;;x
naive_host_desc;This character is known for being the most welcoming host in the realm.;;;;;;;;;;;;x
charitable_opinion;慈善の評価;;;;;;;;;;;;x
RULE_COURT_LIMIT;宮廷の規模の制限;;;;;;;;;;;;x
RULE_COURT_LIMIT_ON;それぞれの宮廷にいられる廷臣の数を制限します;;;;;;;;;;;;x
RULE_COURT_LIMIT_OFF;それぞれの宮廷にいられる廷臣の数の制限がなくなり、廷臣数制限に伴うイベントも無効となります;;;;;;;;;;;;x
