### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;宦官;;;;;;;;;;;;x
eunuch_desc;この人物は去勢された宦官です。;;;;;;;;;;;;x
blinded;盲目;;;;;;;;;;;;x
blinded_desc;この人物は視力を失っています。;;;;;;;;;;;;x
born_in_the_purple;緋紫色の産室生れ;;;;;;;;;;;;x
born_in_the_purple_desc;[Root.GetBornInPurpleDesc];;;;;;;;;;;;x
augustus;アウグストゥス;;;;;;;;;;;;x
title_imperial_eunuch;側用人;;;;;;;;;;;;x
title_imperial_eunuch_desc;「皇帝の寝台の脇に眠る者」側用人は、朝廷の権威ある役職であり、その分別と忠誠を評価された宦官に与えられます。;;;;;;;;;;;;x
title_court_eunuch;宮廷宦官;;;;;;;;;;;;x
title_court_eunuch_desc;宦官は多くの宮廷機能を実行し、また（姦通の心配が無いため）女性に相対させることもできます。;;;;;;;;;;;;x
vassal_castrate_decision;[Root.GetTitledFirstName]を去勢する;;;;;;;;;;;;x
vassal_blinding_decision;[Root.GetTitledFirstName]を盲目にする;;;;;;;;;;;;x
opinion_castrated_me;私を去勢した;;;;;;;;;;;;x
opinion_blinded_me;私を盲目にした;;;;;;;;;;;;x
opinion_castrated_family;親族を去勢した;;;;;;;;;;;;x
opinion_blinded_family;親族を盲目にした;;;;;;;;;;;;x
opinion_loyal_servant;忠実な僕;;;;;;;;;;;;x
nick_the_glorious;栄光なる;;;;;;;;;;;;x
nick_the_saint;聖者;;;;;;;;;;;;x
EVTNAMELoR.1;シリア・パレスティーナ属州;;;;;;;;;;;;x
EVTDESCLoR.1;古のシリア・パレスティーナ属州は今や蛮族の野蛮な手からローマ帝国のもとに還り、この偉業を成し遂げ勇者達を称える壮麗な凱旋式が挙行されました。彼らの勇名は永遠に響き渡るでしょう！;;;;;;;;;;;;x
EVTOPTALoR.1;帝国よ永遠なれ！;;;;;;;;;;;;x
EVTNAMELoR.2;エジプト属州;;;;;;;;;;;;x
EVTDESCLoR.2;エジプト属州の人々にとっての暗黒時代は過ぎ去りました。栄光有るローマの統治が再びこの地に戻ってきたのです。いにしえの帝国にとりこのファラオのしろしめす地は穀倉として重きをなしましたが、これから再びその役目に戻ることでしょう。;;;;;;;;;;;;x
EVTNAMELoR.3;キレナイカ属州;;;;;;;;;;;;x
EVTDESCLoR.3;キレナイカの市民は再びこの不毛の大地にローマの法が戻ってきたことを喜ぶべきです。さらに別の古代ローマの属州も世界で過去最も文明化された強大な帝国の懐に戻りました。二度と蛮族の野蛮な手に陥ることは無いでしょう。;;;;;;;;;;;;x
EVTNAMELoR.4;アフリカ属州;;;;;;;;;;;;x
EVTDESCLoR.4;[Root.GetTitledFirstName]の影響は今や旧アフリカ属州全体で感じられます。帝国は歴史を二度と繰り返さぬことを証明するように、兵士はかつてローマの仇敵であったカルタゴの街を行進します。;;;;;;;;;;;;x
EVTNAMELoR.5;イリュリクム属州;;;;;;;;;;;;x
EVTDESCLoR.5;古のローマのイリュリクム属州は、その正当な所有者たる、再興しつつあるローマ帝国に復帰しました。アドリア海の東岸を確保し、将来ローマへ西進し奪回するための戦役に必要な地盤を得たこととなります。;;;;;;;;;;;;x
EVTNAMELoR.6;イタリア属州;;;;;;;;;;;;x
EVTDESCLoR.6;西ローマ帝国が滅亡して以来、再びイタリアは解放され正当なるローマの支配下へと回復された―できれば今度こそ上手くいって欲しいものだ。偉大なるローマ市の全てが今や我がものであり、トライアヌス記念柱に彫られた石の兵士たちですら涙を流しているかのようだ。;;;;;;;;;;;;x
EVTNAMELoR.7;ガリア属州;;;;;;;;;;;;x
